id,Label,Year
415,Programming,1998
416,Operating_Systems,1994
417,Operating_Systems,1996
418,Operating_Systems,1993
419,Operating_Systems,1998
420,Operating_Systems,1996
421,Databases,1994
422,Databases,1997
423,Databases,1990
425,Programming,1988
426,Programming,1974
427,Operating_Systems,1988
428,Databases,1994
431,Artificial_Intelligence,1994
432,Operating_Systems,1992
433,Operating_Systems,1996
435,Operating_Systems,1988
436,Hardware_and_Architecture,1990
437,Information_Retrieval,1994
438,Operating_Systems,1994
439,Artificial_Intelligence,1995
440,Operating_Systems,1992
441,Hardware_and_Architecture,1995
442,Operating_Systems,1991
443,Operating_Systems,1993
444,Hardware_and_Architecture,1994
445,Artificial_Intelligence,1995
446,Artificial_Intelligence,1994
447,Artificial_Intelligence,1995
448,Artificial_Intelligence,1995
451,Artificial_Intelligence,1996
452,Artificial_Intelligence,1995
453,Artificial_Intelligence,1991
454,Artificial_Intelligence,1994
455,Artificial_Intelligence,1996
456,Artificial_Intelligence,1994
457,Artificial_Intelligence,1995
459,Artificial_Intelligence,1993
461,Operating_Systems,1997
462,Databases,1996
464,Databases,1995
465,Information_Retrieval,1996
466,Databases,1997
467,Programming,1997
468,Programming,1998
469,Programming,1997
470,Programming,1997
471,Programming,1998
472,Programming,1996
473,Operating_Systems,1995
475,Operating_Systems,1996
476,Operating_Systems,1997
477,Operating_Systems,1997
478,Operating_Systems,1995
479,Artificial_Intelligence,1997
481,Artificial_Intelligence,1994
483,Artificial_Intelligence,1994
485,Operating_Systems,1992
486,Operating_Systems,1993
487,Programming,1994
488,Programming,1993
489,Data_Structures__Algorithms_and_Theory,1994
490,Programming,1994
491,Programming,1993
492,Operating_Systems,1991
493,Operating_Systems,1996
494,Programming,1993
495,Programming,1990
496,Programming,1992
497,Programming,1997
498,Operating_Systems,1996
501,Programming,1975
502,Programming,1995
503,Networking,1992
504,Networking,1994
505,Information_Retrieval,1995
506,Programming,1994
508,Operating_Systems,1994
509,Operating_Systems,1994
510,Operating_Systems,1993
511,Operating_Systems,1994
512,Operating_Systems,1991
513,Programming,1995
514,Human_Computer_Interaction,1994
515,Operating_Systems,1996
516,Programming,1996
519,Artificial_Intelligence,1991
520,Artificial_Intelligence,1998
521,Programming,1996
523,Artificial_Intelligence,1996
524,Artificial_Intelligence,1995
527,Operating_Systems,1994
528,Data_Structures__Algorithms_and_Theory,1994
529,Operating_Systems,1993
530,Hardware_and_Architecture,1995
533,Programming,1997
536,Data_Structures__Algorithms_and_Theory,1994
537,Operating_Systems,1996
538,Operating_Systems,1995
539,Operating_Systems,1993
540,Operating_Systems,1995
543,Data_Structures__Algorithms_and_Theory,1977
544,Data_Structures__Algorithms_and_Theory,1983
545,Artificial_Intelligence,1991
546,Artificial_Intelligence,1995
548,Operating_Systems,1995
549,Operating_Systems,1994
550,Operating_Systems,1994
551,Operating_Systems,1996
552,Operating_Systems,1995
553,Operating_Systems,1996
554,Operating_Systems,1996
555,Operating_Systems,1994
557,Operating_Systems,1988
558,Operating_Systems,1996
559,Operating_Systems,1994
560,Operating_Systems,1993
561,Artificial_Intelligence,1995
562,Artificial_Intelligence,1995
564,Programming,1994
565,Data_Structures__Algorithms_and_Theory,1994
566,Programming,1995
567,Programming,1994
568,Programming,1994
569,Programming,1993
570,Data_Structures__Algorithms_and_Theory,1995
571,Data_Structures__Algorithms_and_Theory,1991
572,Data_Structures__Algorithms_and_Theory,1990
573,Artificial_Intelligence,1995
574,Information_Retrieval,1994
575,Artificial_Intelligence,1995
577,Hardware_and_Architecture,1993
578,Artificial_Intelligence,1996
579,Artificial_Intelligence,1996
580,Programming,1995
582,Artificial_Intelligence,1997
583,Artificial_Intelligence,1996
585,Artificial_Intelligence,1995
587,Artificial_Intelligence,1994
588,Artificial_Intelligence,1994
590,Artificial_Intelligence,1992
592,Artificial_Intelligence,1992
593,Programming,1995
594,Programming,1993
595,Programming,1993
596,Programming,1993
598,Programming,1993
600,Artificial_Intelligence,1994
605,Data_Structures__Algorithms_and_Theory,1983
607,Operating_Systems,1993
608,Operating_Systems,1991
609,Programming,1994
610,Operating_Systems,1996
612,Information_Retrieval,1995
614,Information_Retrieval,1995
616,Databases,1995
618,Databases,1996
619,Databases,1996
620,Databases,1995
621,Databases,1996
622,Databases,1997
623,Artificial_Intelligence,1983
624,Networking,1995
625,Encryption_and_Compression,1995
628,Networking,1994
629,Information_Retrieval,1997
630,Artificial_Intelligence,1995
631,Information_Retrieval,1997
632,Artificial_Intelligence,1996
634,Artificial_Intelligence,1996
635,Artificial_Intelligence,1996
636,Information_Retrieval,1996
637,Programming,1996
638,Databases,1994
639,Programming,1995
640,Programming,1992
641,Programming,1996
642,Operating_Systems,1996
643,Operating_Systems,1993
644,Operating_Systems,1996
645,Operating_Systems,1995
646,Operating_Systems,1996
647,Operating_Systems,1997
649,Databases,1995
650,Artificial_Intelligence,1994
651,Artificial_Intelligence,1992
652,Artificial_Intelligence,1993
653,Artificial_Intelligence,1993
654,Artificial_Intelligence,1994
655,Data_Structures__Algorithms_and_Theory,1994
657,Artificial_Intelligence,1998
658,Encryption_and_Compression,1993
659,Encryption_and_Compression,1994
660,Encryption_and_Compression,1995
661,Encryption_and_Compression,1997
662,Artificial_Intelligence,1995
663,Programming,1992
664,Operating_Systems,1991
667,Artificial_Intelligence,1997
668,Information_Retrieval,1997
669,Information_Retrieval,1995
670,Information_Retrieval,1995
671,Information_Retrieval,1997
672,Information_Retrieval,1996
673,Information_Retrieval,1976
674,Information_Retrieval,1997
676,Artificial_Intelligence,1996
677,Artificial_Intelligence,1996
678,Artificial_Intelligence,1995
680,Programming,1993
683,Artificial_Intelligence,1992
684,Artificial_Intelligence,1994
685,Artificial_Intelligence,1996
688,Operating_Systems,1994
689,Operating_Systems,1992
692,Operating_Systems,1991
693,Encryption_and_Compression,1992
694,Operating_Systems,1994
695,Operating_Systems,1988
696,Operating_Systems,1992
697,Programming,1992
699,Hardware_and_Architecture,1992
700,Operating_Systems,1992
701,Operating_Systems,1994
702,Operating_Systems,1987
703,Operating_Systems,1995
704,Operating_Systems,1991
705,Operating_Systems,1997
707,Networking,1994
708,Networking,1996
709,Networking,1997
710,Networking,1997
711,Networking,1995
712,Artificial_Intelligence,1994
713,Operating_Systems,1993
714,Operating_Systems,1991
715,Networking,1989
716,Operating_Systems,1993
717,Operating_Systems,1992
718,Programming,1995
719,Programming,1992
720,Programming,1994
721,Programming,1995
723,Artificial_Intelligence,1994
724,Programming,1993
725,Programming,1992
726,Networking,1994
728,Networking,1996
731,Operating_Systems,1995
732,Operating_Systems,1994
733,Operating_Systems,1994
734,Operating_Systems,1996
735,Operating_Systems,1995
736,Operating_Systems,1994
737,Programming,1995
738,Operating_Systems,1994
739,Operating_Systems,1994
741,Artificial_Intelligence,1980
742,Artificial_Intelligence,1994
743,Artificial_Intelligence,1994
744,Databases,1996
746,Operating_Systems,1996
747,Operating_Systems,1996
750,Artificial_Intelligence,1996
751,Databases,1990
752,Databases,1990
753,Data_Structures__Algorithms_and_Theory,1994
754,Operating_Systems,1994
755,Operating_Systems,1985
756,Operating_Systems,1994
757,Encryption_and_Compression,1993
759,Artificial_Intelligence,1990
760,Programming,1994
761,Programming,1996
763,Programming,1992
764,Programming,1995
765,Programming,1998
766,Artificial_Intelligence,1993
767,Artificial_Intelligence,1995
768,Artificial_Intelligence,1993
769,Artificial_Intelligence,1993
770,Artificial_Intelligence,1994
772,Operating_Systems,1996
773,Programming,1994
774,Programming,1993
775,Operating_Systems,1994
776,Programming,1996
777,Operating_Systems,1995
778,Programming,1995
779,Artificial_Intelligence,1994
781,Artificial_Intelligence,1995
784,Programming,1992
786,Programming,1995
787,Programming,1996
791,Programming,1995
792,Programming,1996
793,Artificial_Intelligence,1995
795,Operating_Systems,1995
796,Hardware_and_Architecture,1995
798,Artificial_Intelligence,1994
800,Artificial_Intelligence,1996
801,Artificial_Intelligence,1992
802,Artificial_Intelligence,1993
803,Artificial_Intelligence,1995
804,Artificial_Intelligence,1996
805,Artificial_Intelligence,1992
806,Artificial_Intelligence,1995
810,Artificial_Intelligence,1996
813,Artificial_Intelligence,1994
817,Human_Computer_Interaction,1994
819,Human_Computer_Interaction,1997
820,Human_Computer_Interaction,1995
822,Encryption_and_Compression,1996
823,Human_Computer_Interaction,1995
825,Artificial_Intelligence,1993
826,Artificial_Intelligence,1994
827,Artificial_Intelligence,1995
828,Artificial_Intelligence,1996
829,Artificial_Intelligence,1996
830,Artificial_Intelligence,1995
832,Artificial_Intelligence,1994
833,Operating_Systems,1993
834,Artificial_Intelligence,1996
835,Artificial_Intelligence,1996
836,Artificial_Intelligence,1995
837,Artificial_Intelligence,1994
839,Human_Computer_Interaction,1994
842,Databases,1992
843,Programming,1995
845,Programming,1995
846,Operating_Systems,1994
849,Artificial_Intelligence,1993
850,Networking,1993
853,Operating_Systems,1993
854,Operating_Systems,1994
855,Operating_Systems,1995
856,Operating_Systems,1995
858,Human_Computer_Interaction,1996
860,Human_Computer_Interaction,1994
862,Artificial_Intelligence,1994
864,Artificial_Intelligence,1997
865,Artificial_Intelligence,1997
866,Human_Computer_Interaction,1996
867,Programming,1995
869,Databases,1996
870,Databases,1992
871,Artificial_Intelligence,1996
872,Artificial_Intelligence,1994
875,Artificial_Intelligence,1994
876,Artificial_Intelligence,1993
877,Artificial_Intelligence,1993
878,Artificial_Intelligence,1997
880,Data_Structures__Algorithms_and_Theory,1993
885,Artificial_Intelligence,1996
886,Hardware_and_Architecture,1994
888,Hardware_and_Architecture,1997
889,Hardware_and_Architecture,1995
892,Artificial_Intelligence,1993
895,Artificial_Intelligence,1996
896,Artificial_Intelligence,1995
897,Artificial_Intelligence,1995
898,Artificial_Intelligence,1994
899,Artificial_Intelligence,1995
900,Programming,1993
901,Operating_Systems,1992
902,Operating_Systems,1994
903,Programming,1992
904,Operating_Systems,1994
905,Operating_Systems,1994
906,Artificial_Intelligence,1996
907,Artificial_Intelligence,1996
908,Programming,1991
909,Information_Retrieval,1996
912,Artificial_Intelligence,1997
913,Artificial_Intelligence,1994
914,Artificial_Intelligence,1997
916,Information_Retrieval,1996
917,Artificial_Intelligence,1991
918,Artificial_Intelligence,1997
919,Operating_Systems,1993
921,Artificial_Intelligence,1983
924,Artificial_Intelligence,1995
925,Artificial_Intelligence,1996
927,Programming,1996
929,Operating_Systems,1992
930,Operating_Systems,1995
931,Operating_Systems,1996
932,Operating_Systems,1996
933,Artificial_Intelligence,1995
934,Artificial_Intelligence,1994
935,Artificial_Intelligence,1995
936,Artificial_Intelligence,1996
937,Artificial_Intelligence,1994
940,Operating_Systems,1998
941,Programming,1996
942,Programming,1998
943,Encryption_and_Compression,1997
945,Programming,1996
946,Operating_Systems,1997
947,Operating_Systems,1997
952,Programming,1997
953,Programming,1998
954,Programming,1991
955,Programming,1996
956,Programming,1998
957,Programming,1996
959,Programming,1997
960,Programming,1995
961,Programming,1997
962,Programming,1997
963,Programming,1996
964,Programming,1998
965,Programming,1991
966,Programming,1994
967,Artificial_Intelligence,1995
968,Artificial_Intelligence,1997
970,Artificial_Intelligence,1996
971,Hardware_and_Architecture,1994
973,Artificial_Intelligence,1991
974,Artificial_Intelligence,1975
976,Artificial_Intelligence,1984
977,Programming,1984
978,Artificial_Intelligence,1988
979,Programming,1984
980,Artificial_Intelligence,1990
981,Artificial_Intelligence,1992
982,Artificial_Intelligence,1990
983,Programming,1969
985,Artificial_Intelligence,1992
986,Artificial_Intelligence,1989
989,Artificial_Intelligence,1996
990,Artificial_Intelligence,1997
991,Artificial_Intelligence,1997
992,Artificial_Intelligence,1993
993,Artificial_Intelligence,1997
994,Artificial_Intelligence,1994
995,Artificial_Intelligence,1997
996,Artificial_Intelligence,1998
997,Operating_Systems,1996
998,Operating_Systems,1993
999,Operating_Systems,1993
1000,Operating_Systems,1994
1001,Programming,1994
1002,Programming,1996
1003,Programming,1996
1004,Programming,1994
1007,Programming,1996
1008,Operating_Systems,1992
1009,Operating_Systems,1989
1012,Programming,1996
1013,Programming,1997
1015,Programming,1996
1018,Artificial_Intelligence,1994
1019,Artificial_Intelligence,1994
1020,Artificial_Intelligence,1994
1022,Operating_Systems,1994
1023,Operating_Systems,1993
1024,Data_Structures__Algorithms_and_Theory,1997
1025,Data_Structures__Algorithms_and_Theory,1996
1026,Data_Structures__Algorithms_and_Theory,1988
1027,Data_Structures__Algorithms_and_Theory,1993
1028,Data_Structures__Algorithms_and_Theory,1996
1029,Encryption_and_Compression,1996
1031,Programming,1996
1033,Data_Structures__Algorithms_and_Theory,1990
1034,Operating_Systems,1993
1035,Operating_Systems,1994
1036,Operating_Systems,1992
1037,Programming,1992
1038,Operating_Systems,1994
1039,Programming,1997
1040,Programming,1998
1041,Artificial_Intelligence,1996
1044,Hardware_and_Architecture,1997
1046,Artificial_Intelligence,1994
1048,Hardware_and_Architecture,1970
1049,Databases,1983
1050,Databases,1992
1051,Encryption_and_Compression,1963
1052,Encryption_and_Compression,1995
1054,Operating_Systems,1996
1055,Data_Structures__Algorithms_and_Theory,1996
1056,Data_Structures__Algorithms_and_Theory,1997
1057,Networking,1996
1058,Operating_Systems,1994
1059,Artificial_Intelligence,1996
1061,Human_Computer_Interaction,1996
1062,Human_Computer_Interaction,1994
1063,Data_Structures__Algorithms_and_Theory,1993
1068,Programming,1994
1069,Artificial_Intelligence,1994
1071,Human_Computer_Interaction,1994
1073,Programming,1994
1078,Data_Structures__Algorithms_and_Theory,1995
1079,Data_Structures__Algorithms_and_Theory,1995
1080,Data_Structures__Algorithms_and_Theory,1997
1081,Databases,1995
1082,Databases,1995
1083,Databases,1993
1084,Operating_Systems,1993
1085,Databases,1978
1086,Operating_Systems,1996
1089,Artificial_Intelligence,1993
1090,Artificial_Intelligence,1996
1091,Artificial_Intelligence,1994
1092,Operating_Systems,1996
1093,Operating_Systems,1995
1094,Networking,1994
1095,Operating_Systems,1995
1096,Operating_Systems,1997
1097,Operating_Systems,1993
1098,Operating_Systems,1997
1099,Operating_Systems,1994
1100,Operating_Systems,1995
1101,Operating_Systems,1993
1102,Databases,1996
1103,Databases,1996
1104,Networking,1996
1105,Networking,1995
1107,Programming,1997
1108,Operating_Systems,1995
1109,Artificial_Intelligence,1992
1110,Artificial_Intelligence,1993
1113,Artificial_Intelligence,1993
1114,Programming,1996
1116,Operating_Systems,1996
1118,Artificial_Intelligence,1995
1119,Artificial_Intelligence,1997
1120,Artificial_Intelligence,1996
1121,Artificial_Intelligence,1997
1122,Artificial_Intelligence,1997
1124,Artificial_Intelligence,1997
1125,Artificial_Intelligence,1998
1126,Artificial_Intelligence,1995
1128,Artificial_Intelligence,1995
1129,Artificial_Intelligence,1994
1130,Artificial_Intelligence,1994
1131,Human_Computer_Interaction,1997
1132,Human_Computer_Interaction,1997
1133,Human_Computer_Interaction,1994
1136,Programming,1993
1137,Data_Structures__Algorithms_and_Theory,1996
1139,Artificial_Intelligence,1994
1140,Programming,1994
1143,Programming,1996
1144,Programming,1995
1145,Programming,1995
1146,Networking,1996
1149,Artificial_Intelligence,1996
1152,Data_Structures__Algorithms_and_Theory,1994
1155,Artificial_Intelligence,1996
1158,Artificial_Intelligence,1995
1161,Networking,1993
1162,Artificial_Intelligence,1996
1164,Artificial_Intelligence,1996
1166,Artificial_Intelligence,1997
1167,Artificial_Intelligence,1997
1168,Databases,1992
1169,Hardware_and_Architecture,1993
1170,Databases,1994
1172,Databases,1994
1180,Information_Retrieval,1996
1181,Information_Retrieval,1994
1182,Information_Retrieval,1997
1183,Information_Retrieval,1994
1184,Information_Retrieval,1996
1185,Information_Retrieval,1997
1186,Programming,1994
1187,Operating_Systems,1998
1188,Data_Structures__Algorithms_and_Theory,1995
1189,Operating_Systems,1996
1190,Data_Structures__Algorithms_and_Theory,1997
1191,Programming,1998
1192,Programming,1991
1193,Programming,1997
1194,Programming,1996
1195,Programming,1996
1196,Operating_Systems,1997
1199,Operating_Systems,1996
1200,Operating_Systems,1993
1201,Programming,1997
1202,Operating_Systems,1997
1203,Networking,1994
1204,Networking,1998
1209,Artificial_Intelligence,1979
1210,Databases,1994
1211,Operating_Systems,1994
1212,Operating_Systems,1993
1213,Operating_Systems,1996
1214,Operating_Systems,1996
1215,Operating_Systems,1995
1216,Operating_Systems,1994
1217,Human_Computer_Interaction,1996
1218,Operating_Systems,1995
1219,Human_Computer_Interaction,1996
1220,Operating_Systems,1994
1224,Networking,1995
1228,Encryption_and_Compression,1996
1229,Networking,1996
1230,Operating_Systems,1992
1231,Databases,1992
1232,Operating_Systems,1991
1233,Artificial_Intelligence,1996
1234,Artificial_Intelligence,1994
1238,Artificial_Intelligence,1983
1240,Programming,1992
1245,Databases,1994
1246,Databases,1997
1247,Databases,1995
1248,Data_Structures__Algorithms_and_Theory,1995
1249,Artificial_Intelligence,1991
1250,Artificial_Intelligence,1994
1253,Artificial_Intelligence,1991
1254,Artificial_Intelligence,1994
1256,Databases,1994
1257,Artificial_Intelligence,1994
1258,Artificial_Intelligence,1996
1259,Artificial_Intelligence,1995
1260,Artificial_Intelligence,1996
1262,Data_Structures__Algorithms_and_Theory,1990
1265,Networking,1996
1266,Encryption_and_Compression,1996
1268,Networking,1992
1269,Networking,1993
1270,Artificial_Intelligence,1991
1271,Programming,1994
1272,Data_Structures__Algorithms_and_Theory,1995
1273,Artificial_Intelligence,1997
1275,Artificial_Intelligence,1995
1276,Artificial_Intelligence,1996
1277,Programming,1997
1278,Programming,1997
1279,Programming,1996
1280,Programming,1995
1281,Programming,1992
1282,Programming,1993
1283,Human_Computer_Interaction,1993
1284,Operating_Systems,1994
1285,Hardware_and_Architecture,1995
1286,Operating_Systems,1993
1289,Artificial_Intelligence,1992
1290,Artificial_Intelligence,1995
1291,Hardware_and_Architecture,1993
1292,Operating_Systems,1992
1293,Operating_Systems,1994
1294,Artificial_Intelligence,1995
1295,Artificial_Intelligence,1993
1296,Artificial_Intelligence,1990
1297,Artificial_Intelligence,1994
1299,Databases,1996
1309,Artificial_Intelligence,1995
1310,Databases,1985
1311,Artificial_Intelligence,1991
1314,Human_Computer_Interaction,1996
1315,Networking,1997
1317,Programming,1991
1322,Artificial_Intelligence,1994
1324,Artificial_Intelligence,1981
1325,Artificial_Intelligence,1995
1326,Human_Computer_Interaction,1994
1329,Artificial_Intelligence,1992
1330,Operating_Systems,1993
1331,Data_Structures__Algorithms_and_Theory,1992
1332,Data_Structures__Algorithms_and_Theory,1992
1335,Programming,1984
