Source,Target,Year
3367,2554,1998
3367,3368,1998
3405,1052,1998
3405,1051,1998
3699,4558,1998
3843,1144,1998
3843,1114,1998
3843,3844,1998
3843,3690,1998
3843,3123,1998
3843,3117,1998
3916,5830,1998
3916,0,1998
3916,4722,1998
3916,159,1998
3916,6514,1998
3916,7660,1998
3930,2842,1998
3930,2843,1998
3959,3961,1998
3960,1054,1998
3960,1055,1998
3962,3959,1998
3962,3961,1998
3978,3977,1998
3978,3980,1998
3978,849,1998
3978,7953,1998
3978,5637,1998
3998,5520,1998
3998,7026,1998
3998,906,1998
3998,3674,1998
3998,3100,1998
3998,3101,1998
3998,8881,1998
3998,3002,1998
3998,907,1998
3998,2876,1998
4098,1935,1998
4098,1213,1998
4098,1936,1998
4098,1938,1998
4098,1940,1998
4098,1133,1998
4100,4611,1998
4230,616,1998
4266,946,1998
4266,3125,1998
4266,9907,1998
4266,4267,1998
4266,3592,1998
4266,4485,1998
4266,377,1998
4309,1469,1998
4309,1867,1998
4309,3930,1998
4309,5853,1998
4309,2842,1998
4309,4997,1998
4309,2843,1998
4309,7993,1998
4309,1869,1998
4317,3002,1998
4371,9665,1998
4371,4109,1998
4371,3770,1998
4420,4421,1998
4420,4422,1998
4420,5411,1998
4420,5412,1998
4421,2642,1998
4421,2769,1998
4421,5412,1998
4421,4422,1998
4421,2098,1998
4477,1051,1998
4477,1052,1998
4486,5568,1998
4486,372,1998
4486,4260,1998
4486,7792,1998
4486,7793,1998
4486,946,1998
4486,1448,1998
4486,4489,1998
4489,2718,1998
4489,7521,1998
4489,306,1998
4489,946,1998
4489,7522,1998
4489,3127,1998
4489,1447,1998
4506,4800,1998
4506,1959,1998
4506,8754,1998
4506,2098,1998
4525,2862,1998
4633,322,1998
4633,4632,1998
4640,1258,1998
4640,4639,1998
4640,4641,1998
4640,4642,1998
4665,1233,1998
4665,5368,1998
4665,630,1998
4665,1234,1998
4665,8341,1998
4689,4688,1998
4689,5616,1998
4689,1258,1998
4689,4968,1998
4689,685,1998
4689,4691,1998
4689,43,1998
4689,121,1998
4708,3983,1998
4708,636,1998
4711,1242,1998
4711,4716,1998
4711,4717,1998
4711,4713,1998
4711,6953,1998
4711,2913,1998
4711,2912,1998
4711,4712,1998
4711,8839,1998
4711,4714,1998
4757,4756,1998
4757,1960,1998
4780,1538,1998
4780,2363,1998
4780,230,1998
4780,1541,1998
4780,2364,1998
4797,1182,1998
4797,631,1998
4797,1184,1998
4797,1185,1998
4797,454,1998
4843,5118,1998
4843,7969,1998
4843,3284,1998
4843,11602,1998
4843,7707,1998
4843,7817,1998
4843,947,1998
4843,1862,1998
4845,385,1998
4845,1747,1998
4845,5601,1998
4925,4485,1998
4925,8522,1998
4925,4267,1998
4925,5542,1998
4925,306,1998
4925,946,1998
4925,4489,1998
4940,1258,1998
4940,2909,1998
4940,7392,1998
4940,590,1998
4940,353,1998
4940,3338,1998
4940,591,1998
4940,166,1998
4940,4938,1998
4940,4939,1998
4940,4947,1998
4940,3346,1998
4940,4691,1998
4940,4941,1998
4940,4007,1998
4940,649,1998
4940,2334,1998
4953,912,1998
4953,913,1998
4953,914,1998
4953,916,1998
4953,917,1998
4953,918,1998
4953,652,1998
4953,830,1998
4953,3028,1998
4953,4951,1998
4953,4952,1998
4953,6077,1998
4963,4811,1998
4963,2015,1998
4963,7354,1998
4963,544,1998
4980,5115,1998
4980,4519,1998
4980,1528,1998
4980,3160,1998
4980,631,1998
4980,1530,1998
4980,1534,1998
5001,942,1998
5001,306,1998
5001,1535,1998
5002,4098,1998
5002,5001,1998
5002,3339,1998
5002,3425,1998
5002,964,1998
5028,1608,1998
5028,5931,1998
5028,1846,1998
5028,2645,1998
5028,2860,1998
5098,277,1998
5166,8549,1998
5166,20,1998
5166,2591,1998
5166,1556,1998
5166,800,1998
5166,991,1998
5166,5164,1998
5166,7713,1998
5166,2606,1998
5166,1555,1998
5166,2611,1998
5166,2097,1998
5166,480,1998
5166,995,1998
5166,805,1998
5166,7283,1998
5166,807,1998
5166,808,1998
5166,21,1998
5166,1621,1998
5166,4582,1998
5166,811,1998
5167,2591,1998
5167,991,1998
5167,5164,1998
5167,2606,1998
5167,5165,1998
5167,995,1998
5167,5169,1998
5167,805,1998
5167,806,1998
5234,1325,1998
5237,255,1998
5237,259,1998
5237,5025,1998
5237,7291,1998
5237,263,1998
5237,1035,1998
5237,357,1998
5237,1099,1998
5237,3365,1998
5237,2277,1998
5237,1286,1998
5237,271,1998
5237,2505,1998
5237,3041,1998
5237,5243,1998
5243,255,1998
5243,1092,1998
5243,260,1998
5243,998,1998
5243,1094,1998
5243,1095,1998
5243,735,1998
5243,1096,1998
5243,1097,1998
5243,1098,1998
5243,1099,1998
5243,271,1998
5243,1100,1998
5243,1101,1998
5243,272,1998
5272,4870,1998
5272,5271,1998
5308,2387,1998
5308,2180,1998
5308,1577,1998
5308,4767,1998
5308,7010,1998
5308,822,1998
5309,2387,1998
5309,2678,1998
5328,2905,1998
5328,2906,1998
5357,548,1998
5357,3773,1998
5357,940,1998
5357,1054,1998
5357,552,1998
5357,3284,1998
5357,380,1998
5357,368,1998
5357,664,1998
5357,8495,1998
5357,307,1998
5357,1724,1998
5357,6787,1998
5357,381,1998
5357,7817,1998
5357,947,1998
5358,4984,1998
5358,2181,1998
5358,2678,1998
5358,5355,1998
5366,4529,1998
5366,4530,1998
5419,11577,1998
5419,7287,1998
5419,8756,1998
5456,10343,1998
5456,8951,1998
5456,10344,1998
5456,807,1998
5456,10345,1998
5456,2254,1998
5456,2631,1998
5481,1257,1998
5481,4275,1998
5481,1797,1998
5481,2385,1998
5481,4303,1998
5482,0,1998
5482,5480,1998
5535,760,1998
5535,773,1998
5535,5597,1998
5535,761,1998
5535,1412,1998
5535,1411,1998
5535,774,1998
5535,5915,1998
5535,765,1998
5535,206,1998
5535,605,1998
5535,1695,1998
5535,778,1998
5535,7384,1998
5535,2170,1998
5535,2171,1998
5535,7734,1998
5535,2172,1998
5543,4266,1998
5543,4485,1998
5543,4267,1998
5543,5542,1998
5543,306,1998
5543,946,1998
5543,8025,1998
5543,6354,1998
5543,4489,1998
5573,7405,1998
5573,6275,1998
5573,7475,1998
5573,361,1998
5580,3966,1998
5580,820,1998
5580,5559,1998
5616,4687,1998
5616,4688,1998
5616,4689,1998
5616,1258,1998
5616,4691,1998
5616,2385,1998
5616,2174,1998
5616,2175,1998
5666,280,1998
5666,7568,1998
5666,2868,1998
5666,284,1998
5666,5663,1998
5666,4741,1998
5666,7569,1998
5666,5664,1998
5684,1191,1998
5684,1193,1998
5684,495,1998
5684,496,1998
5684,1199,1998
5684,731,1998
5684,1201,1998
5684,8992,1998
5711,502,1998
5711,5710,1998
5711,1228,1998
5723,2896,1998
5723,1324,1998
5723,2569,1998
5723,4131,1998
5743,263,1998
5743,6756,1998
5743,272,1998
5751,5750,1998
5751,7577,1998
5751,805,1998
5765,160,1998
5765,5764,1998
5765,5785,1998
5765,5786,1998
5765,135,1998
5765,5787,1998
5765,631,1998
5765,1593,1998
5785,5764,1998
5785,5765,1998
5785,5046,1998
5785,180,1998
5785,452,1998
5785,5766,1998
5785,1130,1998
5785,3734,1998
5785,3733,1998
5785,3737,1998
5785,3736,1998
5785,2764,1998
5787,162,1998
5787,3160,1998
5787,631,1998
5787,1184,1998
5787,7296,1998
5787,5786,1998
5787,5765,1998
5787,1185,1998
5842,4225,1998
5842,5844,1998
5853,1867,1998
5877,3516,1998
5877,1577,1998
5877,5876,1998
5877,5878,1998
5878,1577,1998
5878,381,1998
5878,1269,1998
5902,5133,1998
5902,1122,1998
5902,588,1998
5902,1125,1998
5902,3002,1998
6020,616,1998
6020,3067,1998
6020,619,1998
6020,4642,1998
6040,1085,1998
6055,680,1998
6055,8316,1998
6055,2506,1998
6055,845,1998
6055,7296,1998
6057,11826,1998
6057,760,1998
6057,956,1998
6057,773,1998
6057,1411,1998
6057,2170,1998
6057,206,1998
6057,778,1998
6058,927,1998
6058,6056,1998
6058,760,1998
6058,773,1998
6058,5597,1998
6058,761,1998
6058,1412,1998
6058,763,1998
6058,1874,1998
6058,1411,1998
6058,774,1998
6058,3636,1998
6058,7384,1998
6058,2170,1998
6058,765,1998
6058,206,1998
6058,7011,1998
6058,778,1998
6058,2172,1998
6089,6088,1998
6089,264,1998
6089,6090,1998
6107,660,1998
6109,4577,1998
6109,2269,1998
6109,6112,1998
6109,849,1998
6118,8857,1998
6118,3748,1998
6118,1057,1998
6118,6063,1998
6170,1164,1998
6170,3925,1998
6170,1166,1998
6170,6171,1998
6170,3595,1998
6170,1167,1998
6170,11575,1998
6180,588,1998
6192,6191,1998
6193,2342,1998
6193,801,1998
6193,2338,1998
6193,2343,1998
6193,2344,1998
6193,770,1998
6227,1182,1998
6227,454,1998
6227,631,1998
6227,4797,1998
6227,1185,1998
6232,2392,1998
6232,2393,1998
6267,3243,1998
6267,6263,1998
6267,7844,1998
6267,271,1998
6267,7845,1998
6333,5821,1998
6333,5562,1998
6333,4012,1998
6344,657,1998
6356,1012,1998
6356,1013,1998
6356,1015,1998
6396,6395,1998
6396,1051,1998
6423,512,1998
6423,3491,1998
6433,2402,1998
6433,1013,1998
6433,1498,1998
6433,3421,1998
6433,2405,1998
6433,764,1998
6433,3540,1998
6433,942,1998
6433,6983,1998
6433,2406,1998
6433,1535,1998
6439,2150,1998
6439,3217,1998
6483,895,1998
6483,451,1998
6483,452,1998
6483,3595,1998
6483,3596,1998
6483,2768,1998
6514,467,1998
6514,697,1998
6514,5830,1998
6514,3916,1998
6530,587,1998
6530,1530,1998
6600,211,1998
6600,274,1998
6600,275,1998
6600,276,1998
6600,277,1998
6600,278,1998
6600,279,1998
6633,1544,1998
6680,7417,1998
6680,667,1998
6680,3509,1998
6680,3777,1998
6680,6679,1998
6680,8732,1998
6695,1641,1998
6695,1642,1998
6695,1541,1998
6816,4687,1998
6816,2385,1998
6816,1258,1998
6816,685,1998
6816,465,1998
6816,5986,1998
6852,5582,1998
6877,8549,1998
6877,1556,1998
6877,7713,1998
6877,5166,1998
6877,5167,1998
6877,995,1998
6877,805,1998
6877,811,1998
6886,588,1998
6886,3334,1998
6886,8525,1998
6886,3496,1998
6886,2644,1998
6905,11295,1998
6905,6013,1998
6907,6557,1998
6907,5564,1998
6907,6906,1998
6907,5495,1998
6914,280,1998
6914,40,1998
6914,284,1998
6914,44,1998
6914,45,1998
6919,211,1998
6919,6918,1998
6919,320,1998
6919,321,1998
6919,274,1998
6919,276,1998
6919,4592,1998
6949,6950,1998
6966,842,1998
6966,2270,1998
6966,1759,1998
6967,5068,1998
6967,3522,1998
6967,3523,1998
6968,3522,1998
6968,3523,1998
6968,202,1998
6968,2170,1998
6968,206,1998
6983,3421,1998
6983,2406,1998
6983,4859,1998
6983,1535,1998
6983,963,1998
6983,4820,1998
7007,1915,1998
7007,3727,1998
7007,2857,1998
7056,7057,1998
7067,1228,1998
7067,5711,1998
7067,5710,1998
7067,1314,1998
7067,5683,1998
7068,4485,1998
7068,5447,1998
7068,257,1998
7068,1506,1998
7068,5568,1998
7068,4925,1998
7068,5638,1998
7068,5639,1998
7068,5640,1998
7068,946,1998
7068,1678,1998
7068,3127,1998
7069,1403,1998
7069,1085,1998
7069,5876,1998
7069,3808,1998
7069,8538,1998
7069,7071,1998
7069,1228,1998
7069,5640,1998
7069,946,1998
7069,1133,1998
7069,5108,1998
7069,1229,1998
7069,1269,1998
7071,10707,1998
7071,1228,1998
7083,7082,1998
7083,7084,1998
7083,10548,1998
7083,10131,1998
7085,1343,1998
7085,7082,1998
7085,7083,1998
7085,1370,1998
7085,1542,1998
7085,7084,1998
7085,6221,1998
7117,1420,1998
7117,197,1998
7117,3211,1998
7117,3846,1998
7117,7421,1998
7188,320,1998
7188,6517,1998
7188,326,1998
7188,6518,1998
7188,8036,1998
7188,8519,1998
7188,8520,1998
7266,2387,1998
7266,1577,1998
7266,6023,1998
7266,1714,1998
7266,381,1998
7335,4842,1998
7335,2656,1998
7335,5601,1998
7406,3857,1998
7406,3858,1998
7406,280,1998
7406,2868,1998
7406,121,1998
7406,1769,1998
7417,895,1998
7417,3777,1998
7439,1269,1998
7475,1090,1998
7475,5572,1998
7475,5573,1998
7475,123,1998
7476,2259,1998
7476,1361,1998
7476,7776,1998
7476,7474,1998
7476,361,1998
7484,3773,1998
7484,7375,1998
7484,4562,1998
7484,1054,1998
7484,229,1998
7484,8674,1998
7519,2209,1998
7519,527,1998
7532,1517,1998
7535,260,1998
7535,3392,1998
7535,1398,1998
7535,2113,1998
7535,6641,1998
7535,6642,1998
7535,270,1998
7535,1844,1998
7535,1978,1998
7535,2905,1998
7535,6643,1998
7535,6644,1998
7535,5328,1998
7535,2906,1998
7535,272,1998
7562,3983,1998
7568,5663,1998
7568,4741,1998
7569,284,1998
7569,5663,1998
7569,5664,1998
7569,4741,1998
7569,5666,1998
7569,5667,1998
7577,5750,1998
7577,5751,1998
7577,810,1998
7662,998,1998
7662,3966,1998
7662,4546,1998
7662,846,1998
7662,1447,1998
7665,3905,1998
7700,2196,1998
7700,1425,1998
7700,7701,1998
7701,2196,1998
7701,1425,1998
7705,3588,1998
7705,4548,1998
7705,4549,1998
7706,7707,1998
7706,7705,1998
7706,4549,1998
7713,989,1998
7713,991,1998
7713,992,1998
7713,993,1998
7713,21,1998
7713,5167,1998
7713,6877,1998
7713,995,1998
7713,2629,1998
7713,1621,1998
7728,6581,1998
7729,502,1998
7729,6945,1998
7729,6946,1998
7733,192,1998
7733,1342,1998
7733,4447,1998
7733,773,1998
7733,201,1998
7733,202,1998
7733,203,1998
7733,2914,1998
7733,2915,1998
7733,2916,1998
7734,1411,1998
7734,774,1998
7734,5915,1998
7734,7384,1998
7734,2170,1998
7734,2172,1998
7786,940,1998
7786,303,1998
7786,941,1998
7786,942,1998
7786,943,1998
7786,945,1998
7786,946,1998
7786,208,1998
7786,947,1998
7786,308,1998
7786,306,1998
7845,3243,1998
7845,6263,1998
7845,6267,1998
7859,8055,1998
7859,1530,1998
7859,672,1998
7859,7038,1998
7859,1185,1998
7878,1863,1998
7878,1861,1998
7878,1862,1998
7878,5118,1998
7878,2387,1998
7912,467,1998
7912,468,1998
7912,469,1998
7912,470,1998
7912,471,1998
7912,472,1998
7937,8160,1998
7937,8161,1998
7937,8348,1998
7949,2591,1998
7949,5164,1998
7949,2606,1998
7949,2097,1998
7949,5165,1998
7949,5166,1998
7949,5167,1998
7949,5168,1998
7949,995,1998
7949,1620,1998
7949,5169,1998
7949,2629,1998
7949,1621,1998
7949,6312,1998
7949,808,1998
7951,6946,1998
7951,673,1998
7951,4164,1998
7952,2423,1998
7952,1102,1998
7952,5646,1998
7991,880,1998
7991,544,1998
7993,5853,1998
7993,2842,1998
7993,4997,1998
7993,4385,1998
7993,4309,1998
7993,3930,1998
7998,676,1998
7999,7998,1998
8007,4307,1998
8007,2764,1998
8007,6810,1998
8007,8995,1998
8007,7096,1998
8007,2752,1998
8007,1130,1998
8007,7078,1998
8007,8003,1998
8007,2578,1998
8030,1228,1998
8030,1678,1998
8055,4275,1998
8055,163,1998
8055,1792,1998
8055,914,1998
8055,1796,1998
8055,3265,1998
8055,1797,1998
8055,5899,1998
8055,7859,1998
8068,2339,1998
8068,2534,1998
8068,1431,1998
8068,538,1998
8068,2711,1998
8068,5887,1998
8131,1257,1998
8131,5480,1998
8131,5481,1998
8131,5482,1998
8131,635,1998
8131,4691,1998
8131,2385,1998
8131,1798,1998
8131,4303,1998
8131,365,1998
8141,7134,1998
8141,7135,1998
8141,7136,1998
8141,5376,1998
8141,7138,1998
8151,36,1998
8151,37,1998
8151,38,1998
8151,39,1998
8152,357,1998
8152,3036,1998
8152,6838,1998
8152,3042,1998
8152,2538,1998
8152,9218,1998
8152,511,1998
8156,4661,1998
8156,906,1998
8156,3101,1998
8156,907,1998
8156,2876,1998
8157,4661,1998
8157,6805,1998
8157,906,1998
8157,3101,1998
8157,2876,1998
8157,8349,1998
8157,8156,1998
8157,8550,1998
8157,4520,1998
8205,4941,1998
8205,4938,1998
8205,7059,1998
8205,3726,1998
8211,1619,1998
8211,995,1998
8211,1620,1998
8211,810,1998
8211,808,1998
8211,1621,1998
8212,20,1998
8212,989,1998
8212,990,1998
8212,991,1998
8212,992,1998
8212,993,1998
8212,21,1998
8212,994,1998
8212,995,1998
8212,996,1998
8288,2387,1998
8288,1862,1998
8288,946,1998
8302,5581,1998
8302,2659,1998
8302,8303,1998
8302,8304,1998
8302,3049,1998
8317,4519,1998
8317,631,1998
8317,1530,1998
8317,5925,1998
8323,0,1998
8341,1233,1998
8341,1466,1998
8341,4665,1998
8348,7937,1998
8348,208,1998
8349,906,1998
8349,2876,1998
8349,9186,1998
8355,8353,1998
8355,8354,1998
8355,2031,1998
8355,4460,1998
8355,8356,1998
8357,1040,1998
8357,1041,1998
8357,1044,1998
8376,0,1998
8431,954,1998
8431,773,1998
8431,8430,1998
8431,1411,1998
8468,6526,1998
8468,4319,1998
8468,2028,1998
8468,7100,1998
8469,4687,1998
8469,1258,1998
8469,1862,1998
8469,7880,1998
8469,4379,1998
8469,465,1998
8484,8335,1998
8484,8336,1998
8485,391,1998
8485,393,1998
8485,4319,1998
8485,6039,1998
8485,180,1998
8485,1559,1998
8522,4266,1998
8522,4267,1998
8522,4268,1998
8538,1671,1998
8538,2101,1998
8538,7942,1998
8538,1229,1998
8549,5716,1998
8549,1960,1998
8549,808,1998
8549,23,1998
8549,811,1998
8550,4520,1998
8550,6805,1998
8550,1960,1998
8550,9502,1998
8550,3002,1998
8550,9503,1998
8593,2640,1998
8593,2768,1998
8593,3777,1998
8619,2612,1998
8619,1130,1998
8619,807,1998
8648,5872,1998
8656,3905,1998
8656,7665,1998
8656,827,1998
8686,1427,1998
8686,6694,1998
8686,1641,1998
8686,6695,1998
8710,1085,1998
8717,8439,1998
8722,6011,1998
8729,8946,1998
8732,635,1998
8732,667,1998
8732,669,1998
8732,1944,1998
8732,1182,1998
8732,631,1998
8732,1798,1998
8732,1945,1998
8732,3777,1998
8732,6679,1998
8732,6680,1998
8741,257,1998
8741,258,1998
8741,261,1998
8741,607,1998
8741,2538,1998
8741,272,1998
8759,1126,1998
8759,2856,1998
8759,2857,1998
8759,2645,1998
8759,2273,1998
8760,1846,1998
8761,8182,1998
8761,2856,1998
8761,8183,1998
8761,8184,1998
8761,6013,1998
8762,1846,1998
8762,1918,1998
8762,2862,1998
8762,2863,1998
8770,1266,1998
8770,1269,1998
8770,1228,1998
8803,10723,1998
8803,914,1998
8826,6506,1998
8826,4575,1998
8826,5932,1998
8852,8383,1998
8854,209,1998
8901,261,1998
8901,2376,1998
8901,3365,1998
8901,486,1998
8901,272,1998
8939,5108,1998
8939,1228,1998
8939,6213,1998
8987,3439,1998
8987,3925,1998
8987,3595,1998
8992,731,1998
8992,5684,1998
8992,1191,1998
8992,1192,1998
8992,1193,1998
8992,734,1998
8992,496,1998
8992,1199,1998
8992,776,1998
8992,1201,1998
8995,8007,1998
8995,7096,1998
8995,7078,1998
8995,2578,1998
9016,35,1998
9016,2265,1998
9016,27,1998
9016,28,1998
9017,8367,1998
9017,4515,1998
9017,7463,1998
9051,551,1998
9051,5060,1998
9058,138,1998
9059,1584,1998
9059,8155,1998
9066,3589,1998
9066,11192,1998
9066,10457,1998
9082,2697,1998
9082,6240,1998
9082,6241,1998
9092,264,1998
9092,8013,1998
9092,6832,1998
9092,7842,1998
9103,1754,1998
9103,2697,1998
9103,12273,1998
9103,9795,1998
9103,5454,1998
9157,4485,1998
9157,2718,1998
9157,1085,1998
9157,4486,1998
9157,4487,1998
9157,4488,1998
9157,4489,1998
9166,1102,1998
9166,2385,1998
9166,5083,1998
9166,4641,1998
9177,4485,1998
9177,303,1998
9177,1003,1998
9177,26,1998
9177,306,1998
9177,946,1998
9177,208,1998
9177,1448,1998
9177,4489,1998
9177,3127,1998
9177,309,1998
9205,548,1998
9205,2387,1998
9205,3884,1998
9205,552,1998
9205,5352,1998
9205,5353,1998
9205,4848,1998
9205,2678,1998
9205,4623,1998
9205,5354,1998
9205,5355,1998
9205,5310,1998
9205,5356,1998
9205,5357,1998
9205,5358,1998
9205,5359,1998
9206,3870,1998
9206,5563,1998
9206,5564,1998
9206,5565,1998
9206,5271,1998
9206,5567,1998
9219,4661,1998
9219,4784,1998
9219,3469,1998
9219,1155,1998
9219,7659,1998
9219,807,1998
9219,7145,1998
9219,1490,1998
9219,1560,1998
9220,2699,1998
9220,8293,1998
9220,1864,1998
9220,3898,1998
9220,4440,1998
9220,7789,1998
9220,1560,1998
9220,837,1998
9240,7067,1998
9240,7068,1998
9240,4362,1998
9240,1506,1998
9240,3544,1998
9240,5639,1998
9240,7069,1998
9240,7070,1998
9240,7071,1998
9308,2370,1998
9308,683,1998
9308,813,1998
9308,3114,1998
9308,121,1998
9315,320,1998
9315,7320,1998
9322,8255,1998
9322,10494,1998
9322,4032,1998
9322,9388,1998
9322,10499,1998
9322,10500,1998
9322,10508,1998
9322,10501,1998
9322,10490,1998
9322,1963,1998
9322,8256,1998
9322,1074,1998
9322,1969,1998
9337,989,1998
9337,1126,1998
