Source,Target,Year
1893,1840,1997
1893,650,1997
1893,2140,1997
1893,2199,1997
1940,1213,1997
1940,2291,1997
1940,2819,1997
1940,2027,1997
1940,6782,1997
1976,1975,1997
1985,1983,1997
1985,1984,1997
2005,544,1997
2010,4081,1997
2010,473,1997
2010,4082,1997
2010,3015,1997
2010,11,1997
2010,12,1997
2010,2009,1997
2010,13,1997
2010,478,1997
2097,2591,1997
2097,800,1997
2097,22,1997
2097,807,1997
2133,5813,1997
2133,5715,1997
2225,3094,1997
2225,6026,1997
2285,2284,1997
2285,2286,1997
2285,6420,1997
2293,1872,1997
2293,467,1997
2293,1367,1997
2293,1874,1997
2293,1653,1997
2364,1095,1997
2364,1538,1997
2364,908,1997
2364,1540,1997
2364,140,1997
2364,1541,1997
2364,1542,1997
2364,229,1997
2403,5170,1997
2473,2472,1997
2473,1073,1997
2473,2163,1997
2473,4729,1997
2473,4726,1997
2473,1076,1997
2473,1077,1997
2510,594,1997
2579,280,1997
2579,2491,1997
2579,284,1997
2579,7358,1997
2579,121,1997
2637,1458,1997
2644,3496,1997
2667,2061,1997
2667,4290,1997
2667,711,1997
2667,2666,1997
2667,4291,1997
2667,7454,1997
2705,7936,1997
2705,7435,1997
2705,306,1997
2705,308,1997
2710,2550,1997
2710,382,1997
2710,3812,1997
2710,408,1997
2710,487,1997
2710,409,1997
2710,2724,1997
2710,4821,1997
2710,410,1997
2710,2278,1997
2761,1608,1997
2761,2962,1997
2761,136,1997
2763,451,1997
2763,5762,1997
2763,2768,1997
2765,2251,1997
2766,1608,1997
2766,8277,1997
2766,8278,1997
2766,4184,1997
2766,1490,1997
2766,3736,1997
2766,136,1997
2766,1354,1997
2790,2789,1997
2801,264,1997
2801,1063,1997
2801,1152,1997
2835,3388,1997
2842,4997,1997
2843,913,1997
2843,1469,1997
2861,2856,1997
2879,3597,1997
2896,5207,1997
2896,3898,1997
2896,8086,1997
2949,2339,1997
2949,1430,1997
2949,1431,1997
2949,2421,1997
2949,109,1997
2949,1653,1997
2949,1370,1997
2949,1542,1997
2999,802,1997
2999,5168,1997
2999,810,1997
2999,6912,1997
2999,1621,1997
3025,180,1997
3025,2733,1997
3054,1170,1997
3060,3144,1997
3060,3061,1997
3066,616,1997
3066,6947,1997
3066,4007,1997
3066,3067,1997
3066,620,1997
3111,4794,1997
3111,2989,1997
3111,3107,1997
3111,4141,1997
3111,4143,1997
3111,9057,1997
3114,992,1997
3114,3754,1997
3114,683,1997
3114,2467,1997
3114,4179,1997
3114,813,1997
3114,4679,1997
3114,4834,1997
3119,30,1997
3119,27,1997
3119,28,1997
3119,1146,1997
3119,2875,1997
3119,3121,1997
3119,26,1997
3119,25,1997
3119,954,1997
3119,2426,1997
3119,4378,1997
3139,4315,1997
3139,7616,1997
3139,7617,1997
3139,2876,1997
3159,454,1997
3177,0,1997
3177,3176,1997
3189,2339,1997
3189,3080,1997
3189,4702,1997
3189,1431,1997
3189,264,1997
3189,8013,1997
3190,731,1997
3190,1359,1997
3192,1188,1997
3192,731,1997
3192,2781,1997
3192,733,1997
3192,1200,1997
3192,1033,1997
3192,5882,1997
3192,732,1997
3224,644,1997
3224,3392,1997
3224,255,1997
3224,267,1997
3224,486,1997
3224,5574,1997
3224,1500,1997
3224,5575,1997
3224,271,1997
3252,3250,1997
3252,4357,1997
3253,2339,1997
3253,105,1997
3253,4702,1997
3253,1431,1997
3253,1430,1997
3253,641,1997
3254,866,1997
3254,867,1997
3254,869,1997
3254,870,1997
3254,871,1997
3255,752,1997
3255,751,1997
3255,2955,1997
3255,4538,1997
3255,4539,1997
3270,3272,1997
3270,3273,1997
3270,3274,1997
3270,3275,1997
3270,3276,1997
3280,3260,1997
3280,551,1997
3280,3279,1997
3280,1936,1997
3280,3281,1997
3280,1211,1997
3280,1215,1997
3280,1219,1997
3280,2689,1997
3297,3983,1997
3297,68,1997
3297,5538,1997
3297,422,1997
3312,3021,1997
3317,314,1997
3317,318,1997
3317,6517,1997
3317,321,1997
3317,333,1997
3317,339,1997
3334,3496,1997
3335,3336,1997
3348,1608,1997
3348,5872,1997
3348,2028,1997
3348,136,1997
3414,240,1997
3414,44,1997
3437,10968,1997
3437,1085,1997
3449,1361,1997
3449,7306,1997
3492,574,1997
3492,871,1997
3493,1959,1997
3493,454,1997
3493,455,1997
3518,3517,1997
3522,773,1997
3522,5068,1997
3522,2170,1997
3522,2171,1997
3522,206,1997
3540,3169,1997
3540,1496,1997
3540,593,1997
3540,5882,1997
3540,2405,1997
3540,764,1997
3540,3425,1997
3540,5332,1997
3540,1535,1997
3540,2747,1997
3561,1012,1997
3596,895,1997
3596,62,1997
3633,5232,1997
3633,1953,1997
3633,5233,1997
3633,4417,1997
3697,10207,1997
3708,4805,1997
3708,711,1997
3708,10197,1997
3708,628,1997
3708,8938,1997
3708,7454,1997
3725,7094,1997
3725,652,1997
3725,918,1997
3727,1126,1997
3727,2856,1997
3727,1556,1997
3727,2857,1997
3727,6143,1997
3727,2611,1997
3727,2862,1997
3748,1057,1997
3748,6063,1997
3777,6826,1997
3777,3010,1997
3788,9165,1997
3788,3787,1997
3810,382,1997
3810,383,1997
3810,1586,1997
3810,388,1997
3810,178,1997
3810,4118,1997
3810,639,1997
3810,3182,1997
3810,140,1997
3810,387,1997
3849,1742,1997
3904,5116,1997
3904,2060,1997
3904,1026,1997
3904,3135,1997
3904,7527,1997
3904,7502,1997
3904,3136,1997
3952,2688,1997
3952,2718,1997
3952,962,1997
3952,945,1997
3952,515,1997
3952,2719,1997
3952,208,1997
3975,662,1997
3975,4957,1997
3975,3974,1997
3975,1044,1997
3975,4958,1997
3977,428,1997
3977,3980,1997
3996,428,1997
3996,3997,1997
4008,5804,1997
4008,4947,1997
4008,2174,1997
4008,4007,1997
4045,9755,1997
4045,2706,1997
4153,3634,1997
4172,4173,1997
4183,2038,1997
4183,454,1997
4185,4184,1997
4186,4184,1997
4207,3516,1997
4207,3517,1997
4207,4205,1997
4210,810,1997
4210,807,1997
4210,4509,1997
4262,448,1997
4262,895,1997
4262,455,1997
4267,5619,1997
4267,274,1997
4267,309,1997
4303,4243,1997
4303,465,1997
4319,5943,1997
4319,2028,1997
4362,2360,1997
4362,1837,1997
4372,2238,1997
4372,1367,1997
4372,3210,1997
4372,511,1997
4372,1892,1997
4386,6874,1997
4386,4384,1997
4386,7284,1997
4432,2475,1997
4433,2390,1997
4433,345,1997
4444,524,1997
4505,20,1997
4505,4509,1997
4505,800,1997
4505,802,1997
4505,804,1997
4505,810,1997
4505,808,1997
4505,809,1997
4505,2098,1997
4519,1957,1997
4519,451,1997
4519,452,1997
4519,6805,1997
4519,4520,1997
4519,1960,1997
4519,456,1997
4519,5649,1997
4519,2796,1997
4519,3164,1997
4549,2265,1997
4549,503,1997
4549,3588,1997
4549,3591,1997
4549,3592,1997
4549,4548,1997
4549,3590,1997
4549,7707,1997
4549,680,1997
4549,7207,1997
4549,946,1997
4550,7163,1997
4550,2483,1997
4565,696,1997
4565,714,1997
4565,731,1997
4565,4566,1997
4565,1192,1997
4565,263,1997
4565,1000,1997
4565,1680,1997
4565,4567,1997
4565,2357,1997
4565,735,1997
4565,2459,1997
4565,4883,1997
4565,4568,1997
4565,270,1997
4565,4569,1997
4565,1100,1997
4565,272,1997
4565,4166,1997
4580,2927,1997
4580,2928,1997
4580,4581,1997
4580,21,1997
4580,2611,1997
4580,480,1997
4580,5284,1997
4580,7076,1997
4580,103,1997
4621,2180,1997
4621,1577,1997
4621,2181,1997
4622,1862,1997
4622,164,1997
4622,1861,1997
4622,2678,1997
4638,3065,1997
4638,616,1997
4638,618,1997
4638,4383,1997
4638,620,1997
4651,4649,1997
4651,4650,1997
4651,4652,1997
4651,4653,1997
4663,2066,1997
4663,3128,1997
4817,2971,1997
4817,1033,1997
4817,4962,1997
4832,4833,1997
4835,119,1997
4835,6061,1997
4835,121,1997
4837,2028,1997
4837,180,1997
4842,3181,1997
4842,3284,1997
4842,2262,1997
4842,2656,1997
4842,5601,1997
4844,7817,1997
4844,4846,1997
4851,315,1997
4851,4852,1997
4851,9316,1997
4881,2070,1997
4881,3079,1997
4881,4567,1997
4881,3284,1997
4881,2811,1997
4881,9589,1997
4881,6833,1997
4881,2186,1997
4881,4120,1997
4881,2187,1997
4881,8746,1997
4881,4880,1997
4881,6784,1997
4881,8851,1997
4881,5914,1997
4918,3544,1997
4918,1724,1997
4927,802,1997
4927,4928,1997
4946,5651,1997
4946,755,1997
4946,1085,1997
4946,5652,1997
4952,4337,1997
4952,3536,1997
5015,6945,1997
5015,5013,1997
5015,506,1997
5037,280,1997
5037,2868,1997
5037,284,1997
5037,121,1997
5037,8943,1997
5060,3482,1997
5101,2254,1997
5101,2255,1997
5101,2256,1997
5101,1260,1997
5133,2653,1997
5133,1458,1997
5133,1960,1997
5133,4123,1997
5149,2983,1997
5150,3147,1997
5159,479,1997
5159,6956,1997
5159,1847,1997
5161,9676,1997
5161,480,1997
5161,2370,1997
5161,813,1997
5164,805,1997
5164,2606,1997
5179,1371,1997
5179,1372,1997
5180,1371,1997
5203,321,1997
5203,1605,1997
5203,334,1997
5214,3794,1997
5214,1220,1997
5241,3223,1997
5241,850,1997
5241,731,1997
5241,2781,1997
5241,5025,1997
5241,5026,1997
5241,2238,1997
5241,1095,1997
5241,0,1997
5241,539,1997
5241,4394,1997
5241,5027,1997
5241,1286,1997
5241,3210,1997
5241,4168,1997
5241,272,1997
5241,4166,1997
5245,1057,1997
5245,3747,1997
5245,3840,1997
5250,7575,1997
5250,784,1997
5250,5249,1997
5271,4870,1997
5310,2387,1997
5310,1862,1997
5310,1577,1997
5310,6023,1997
5310,1714,1997
5310,6278,1997
5337,607,1997
5337,539,1997
5337,268,1997
5337,775,1997
5337,1653,1997
5337,3458,1997
5337,2505,1997
5338,255,1997
5338,5274,1997
5338,7040,1997
5338,1669,1997
5338,1500,1997
5338,1653,1997
5338,443,1997
5347,1862,1997
5347,6121,1997
5347,2506,1997
5347,5346,1997
5347,612,1997
5347,3525,1997
5347,154,1997
5347,5345,1997
5356,3412,1997
5356,1861,1997
5356,3413,1997
5368,1233,1997
5368,1234,1997
5390,6903,1997
5390,5391,1997
5390,2221,1997
5411,3754,1997
5411,808,1997
5412,2769,1997
5433,533,1997
5433,4165,1997
5435,93,1997
5436,6585,1997
5436,93,1997
5437,2840,1997
5437,1107,1997
5437,1439,1997
5437,2122,1997
5437,93,1997
5437,2841,1997
5497,1182,1997
5514,5513,1997
5514,4017,1997
5514,4700,1997
5514,5515,1997
5514,5516,1997
5514,4018,1997
5514,0,1997
5514,7191,1997
5528,6853,1997
5528,4108,1997
5528,7249,1997
5539,211,1997
5539,9986,1997
5539,9956,1997
5539,1993,1997
5539,5195,1997
5539,5197,1997
5548,7895,1997
5552,448,1997
5552,3819,1997
5552,6429,1997
5552,1389,1997
5565,162,1997
5565,5563,1997
5565,6133,1997
5565,2326,1997
5565,6134,1997
5565,2039,1997
5565,4163,1997
5565,4775,1997
5565,4095,1997
5565,4164,1997
5565,35,1997
5572,1090,1997
5572,123,1997
5581,1359,1997
5581,5975,1997
5638,5447,1997
5638,257,1997
5638,1506,1997
5638,1724,1997
5638,380,1997
5638,5451,1997
5638,946,1997
5638,2483,1997
5639,1403,1997
5639,5876,1997
5639,1228,1997
5639,6732,1997
5639,1678,1997
5663,2868,1997
5663,5664,1997
5663,4741,1997
5667,4741,1997
5667,5090,1997
5670,860,1997
5670,9123,1997
5683,1314,1997
5683,1269,1997
5683,3817,1997
5683,3558,1997
5689,1085,1997
5689,6383,1997
5689,754,1997
5689,755,1997
5714,0,1997
5716,6805,1997
5716,4520,1997
5716,1960,1997
5719,4608,1997
5721,1913,1997
5721,2022,1997
5721,2023,1997
5721,3757,1997
5742,2534,1997
5742,6222,1997
5742,9242,1997
5742,1343,1997
5742,19,1997
5747,1432,1997
5766,251,1997
5766,5046,1997
5766,6825,1997
5766,3734,1997
5766,3735,1997
5766,2962,1997
5766,3736,1997
5766,6826,1997
5766,1130,1997
5766,3737,1997
5766,781,1997
5775,1051,1997
5776,251,1997
5777,5508,1997
5786,454,1997
5786,3655,1997
5786,3160,1997
5786,4719,1997
5786,5764,1997
5786,827,1997
5786,7883,1997
5786,160,1997
5786,3653,1997
5786,631,1997
5799,2559,1997
5799,2560,1997
5803,317,1997
5906,1245,1997
5925,8870,1997
5925,574,1997
5925,669,1997
5935,1774,1997
5947,1085,1997
5949,5425,1997
5949,1213,1997
5949,521,1997
5949,1936,1997
5949,1938,1997
5949,1447,1997
5949,3804,1997
5949,1535,1997
5949,2078,1997
5949,3126,1997
5949,1133,1997
5949,2377,1997
5977,9224,1997
5977,431,1997
5977,5976,1997
5977,43,1997
5978,27,1997
5978,28,1997
5978,8962,1997
5978,1146,1997
5978,8963,1997
5978,35,1997
5984,3225,1997
6031,3513,1997
6031,1952,1997
6031,257,1997
6031,264,1997
6031,3514,1997
6031,3515,1997
6056,760,1997
6056,773,1997
6056,761,1997
6056,908,1997
6056,1411,1997
6056,206,1997
6056,1113,1997
6056,778,1997
6092,6091,1997
6093,2265,1997
6093,3591,1997
6093,983,1997
6093,503,1997
6093,2483,1997
6115,1721,1997
6115,3467,1997
6115,6116,1997
6115,796,1997
6147,6146,1997
6147,1220,1997
6147,1133,1997
6158,4279,1997
6158,760,1997
6158,4280,1997
6158,1002,1997
6158,1007,1997
6171,1164,1997
6171,3925,1997
6171,3595,1997
6171,1167,1997
6184,5334,1997
6184,5336,1997
6195,1033,1997
6195,5190,1997
6195,1432,1997
6195,2282,1997
6201,3052,1997
6202,2390,1997
6213,2101,1997
6213,1228,1997
6213,5108,1997
6213,1229,1997
6214,1224,1997
6214,1269,1997
6214,2101,1997
6214,1228,1997
6215,1671,1997
6215,2101,1997
6215,946,1997
6215,1229,1997
6240,6241,1997
6265,5610,1997
6265,486,1997
6266,5148,1997
6266,255,1997
6266,256,1997
6266,264,1997
6266,266,1997
6266,1095,1997
6266,267,1997
6266,4467,1997
6266,3365,1997
6266,486,1997
6266,272,1997
6270,5355,1997
6270,2181,1997
6272,4796,1997
6283,2124,1997
6283,1972,1997
6283,1973,1997
6283,2125,1997
6283,1974,1997
6334,2070,1997
6334,2069,1997
6334,5511,1997
6334,2366,1997
6334,822,1997
6334,2833,1997
6342,5041,1997
6342,637,1997
6343,280,1997
6343,281,1997
6343,282,1997
6343,284,1997
6343,285,1997
6343,286,1997
6343,121,1997
6343,287,1997
6347,637,1997
6355,2093,1997
6355,306,1997
6360,1420,1997
6360,197,1997
6360,3211,1997
6360,199,1997
6360,1777,1997
6391,3459,1997
6391,3461,1997
6395,1051,1997
6395,1229,1997
6397,502,1997
6397,1405,1997
6397,1671,1997
6397,1228,1997
6397,5108,1997
6414,573,1997
6414,2430,1997
6414,247,1997
6414,871,1997
6438,2147,1997
6438,2154,1997
6441,4225,1997
6441,2154,1997
6441,3521,1997
6443,3360,1997
6443,1479,1997
6452,1577,1997
6452,624,1997
6481,3395,1997
6481,3397,1997
6481,3398,1997
6507,1465,1997
6521,20,1997
6521,2371,1997
6521,282,1997
6521,992,1997
6521,993,1997
6521,3982,1997
6521,21,1997
6521,813,1997
6532,923,1997
6532,6531,1997
6532,454,1997
6537,180,1997
6569,8401,1997
6569,1941,1997
6569,6570,1997
6569,1269,1997
6569,6568,1997
6571,6568,1997
6571,6570,1997
6571,1269,1997
6583,1359,1997
6590,2339,1997
6590,1430,1997
6590,1431,1997
6590,2340,1997
6590,538,1997
6590,5887,1997
6590,1653,1997
6590,111,1997
6641,2113,1997
6641,2905,1997
6641,6643,1997
6641,2906,1997
6641,1978,1997
6642,2113,1997
6642,270,1997
6642,1844,1997
6642,1978,1997
6694,1427,1997
6694,3956,1997
6694,3811,1997
6694,382,1997
6694,2339,1997
6694,104,1997
6694,1429,1997
6694,1034,1997
6694,407,1997
6694,1430,1997
6694,1431,1997
6694,3475,1997
6694,2340,1997
6694,385,1997
6694,538,1997
6694,108,1997
6694,639,1997
6694,3182,1997
6694,774,1997
6694,3957,1997
6694,1540,1997
6694,1653,1997
6694,140,1997
6694,203,1997
6694,3958,1997
6694,387,1997
6694,777,1997
6694,778,1997
6694,111,1997
6704,451,1997
6704,452,1997
6704,1958,1997
6706,2552,1997
6707,5873,1997
6723,2975,1997
6723,2976,1997
6723,1048,1997
6723,7874,1997
6723,8076,1997
6757,1346,1997
6757,1007,1997
6763,541,1997
6778,199,1997
6778,962,1997
6778,5332,1997
6778,4859,1997
6778,963,1997
6778,1535,1997
6778,1186,1997
6778,1908,1997
6810,3439,1997
6810,2563,1997
6810,3441,1997
6848,6849,1997
6848,2722,1997
6848,9172,1997
6848,180,1997
6856,4405,1997
6856,2480,1997
6856,5451,1997
6856,3544,1997
6856,3547,1997
6856,5717,1997
6856,1724,1997
6894,3021,1997
6895,3021,1997
6908,1853,1997
6908,6013,1997
6911,515,1997
6911,1001,1997
6936,1247,1997
6936,9228,1997
6936,9510,1997
6946,502,1997
6946,6945,1997
6946,527,1997
6946,68,1997
6946,503,1997
6946,2480,1997
6946,506,1997
6961,2909,1997
6971,842,1997
6971,843,1997
6971,846,1997
6971,3702,1997
6971,1777,1997
6972,842,1997
6984,493,1997
6984,1500,1997
6984,733,1997
6985,259,1997
6985,508,1997
6985,3544,1997
6985,2078,1997
6985,7072,1997
6985,735,1997
6985,1096,1997
6985,7073,1997
6985,3914,1997
6997,1083,1997
6997,371,1997
6997,1909,1997
6997,1910,1997
6997,1911,1997
6997,1913,1997
6997,118,1997
6997,4,1997
6997,5,1997
7008,180,1997
7008,2994,1997
7011,773,1997
7011,5597,1997
7015,5049,1997
7015,1416,1997
7055,209,1997
7055,1715,1997
7057,10354,1997
7070,8062,1997
7070,5710,1997
7070,11615,1997
7070,5640,1997
7088,89,1997
7088,5284,1997
7088,103,1997
7096,7095,1997
7100,3002,1997
7136,1209,1997
7138,5376,1997
7166,10624,1997
7166,10626,1997
7166,10630,1997
7166,4769,1997
7176,2259,1997
7193,364,1997
7193,121,1997
7193,2630,1997
7193,3726,1997
7195,454,1997
7195,5392,1997
7195,826,1997
7195,827,1997
7195,828,1997
7209,4145,1997
7209,1498,1997
7209,3421,1997
7209,4204,1997
7209,4044,1997
7209,963,1997
7209,1535,1997
7209,2747,1997
7240,2224,1997
7240,7241,1997
7277,2014,1997
7277,6128,1997
7288,5033,1997
7288,2630,1997
7288,3726,1997
7288,7289,1997
7312,4107,1997
7312,543,1997
7312,4108,1997
7330,40,1997
7330,42,1997
7330,5540,1997
7330,44,1997
7354,4796,1997
7354,4811,1997
7354,6119,1997
7354,544,1997
7361,805,1997
7361,937,1997
7371,4164,1997
7371,162,1997
7374,4944,1997
7374,644,1997
7374,1189,1997
7374,731,1997
7374,732,1997
7374,756,1997
7374,1720,1997
7374,700,1997
7374,733,1997
7374,901,1997
7374,4426,1997
7374,734,1997
7374,6067,1997
7374,8083,1997
7374,737,1997
7374,557,1997
7374,6703,1997
7377,624,1997
7377,625,1997
7377,711,1997
7377,822,1997
7384,773,1997
7384,159,1997
7384,1635,1997
7384,1411,1997
7384,774,1997
7384,2170,1997
7384,206,1997
7384,605,1997
7384,778,1997
7387,1559,1997
7387,4603,1997
7387,4604,1997
7389,4213,1997
7393,5013,1997
7422,2576,1997
7422,800,1997
7422,652,1997
7422,830,1997
7422,833,1997
7422,835,1997
7422,837,1997
7437,2424,1997
7437,303,1997
7437,9164,1997
7437,306,1997
7450,741,1997
7452,4741,1997
7452,5090,1997
7471,4531,1997
7471,225,1997
7471,509,1997
7471,230,1997
7471,554,1997
7471,557,1997
7471,498,1997
7471,739,1997
7471,2012,1997
7471,1202,1997
7471,4532,1997
7471,646,1997
7486,6656,1997
7486,6657,1997
7486,6059,1997
7506,2359,1997
7506,4343,1997
7506,7505,1997
7507,9864,1997
7507,10675,1997
7507,832,1997
7507,4152,1997
7507,7238,1997
7508,9864,1997
7508,993,1997
7508,3754,1997
7508,683,1997
7508,813,1997
7508,4575,1997
7508,4152,1997
7508,4834,1997
7517,7214,1997
7517,6013,1997
7521,6023,1997
7521,4260,1997
7521,1023,1997
7521,208,1997
7521,1448,1997
7521,3127,1997
7522,946,1997
7538,6013,1997
7550,2028,1997
7550,180,1997
7572,222,1997
7572,643,1997
7572,3031,1997
7572,1034,1997
7572,3173,1997
7572,564,1997
7572,230,1997
7572,229,1997
7572,4167,1997
7572,8420,1997
7572,1849,1997
7573,6910,1997
7573,4235,1997
7573,4878,1997
7573,5791,1997
7590,4798,1997
7590,2456,1997
7590,4106,1997
7590,2462,1997
7590,12144,1997
7599,628,1997
7599,8938,1997
7613,452,1997
7631,9508,1997
7631,11818,1997
7631,0,1997
7631,5813,1997
7631,527,1997
7631,3267,1997
7653,1506,1997
7653,3533,1997
7653,4407,1997
7653,6568,1997
7653,1511,1997
7653,11709,1997
7655,444,1997
7659,2617,1997
7671,7592,1997
7671,7593,1997
7671,7670,1997
7677,473,1997
7677,553,1997
7677,478,1997
7683,954,1997
7683,760,1997
7683,773,1997
7683,761,1997
7683,1411,1997
7683,774,1997
7683,776,1997
7683,3636,1997
7683,778,1997
7693,5821,1997
7697,6660,1997
7711,5307,1997
7730,11034,1997
7730,426,1997
7730,3547,1997
7730,5973,1997
7730,3435,1997
7730,846,1997
7730,11046,1997
7730,2416,1997
7730,557,1997
7730,307,1997
7730,4849,1997
7730,7542,1997
7730,512,1997
7730,115,1997
7730,368,1997
7730,7731,1997
7750,1259,1997
7750,1260,1997
7750,2255,1997
7750,8694,1997
7761,527,1997
7766,7764,1997
7766,1507,1997
7766,6568,1997
7766,1511,1997
7766,4137,1997
7804,5705,1997
7804,5706,1997
7804,5095,1997
7804,5707,1997
7812,391,1997
7812,393,1997
7812,6526,1997
7812,587,1997
7812,588,1997
7812,2028,1997
7812,8912,1997
7812,8913,1997
7812,8914,1997
7844,255,1997
7844,267,1997
7844,357,1997
7844,1741,1997
7844,271,1997
7844,1035,1997
7844,2277,1997
7852,7850,1997
7852,4878,1997
7852,5975,1997
7852,7851,1997
7852,208,1997
7852,566,1997
7873,930,1997
7879,4641,1997
7879,4642,1997
7902,2433,1997
7902,2434,1997
7942,1506,1997
7942,1133,1997
7942,1678,1997
7960,2417,1997
7960,7794,1997
7960,3268,1997
7960,260,1997
7960,261,1997
7960,1094,1997
7960,998,1997
7960,7795,1997
7960,3269,1997
7960,272,1997
7960,1401,1997
7960,7796,1997
7960,1001,1997
7960,1023,1997
7961,7794,1997
7961,6023,1997
7969,7650,1997
7969,1054,1997
7969,3284,1997
7969,4567,1997
7969,6684,1997
7969,6068,1997
7969,4880,1997
7969,7817,1997
7969,7474,1997
7972,284,1997
7972,5932,1997
7972,9780,1997
7972,287,1997
7972,4928,1997
7985,642,1997
7985,643,1997
7985,644,1997
7985,224,1997
7985,510,1997
7985,645,1997
7985,538,1997
7985,493,1997
7985,229,1997
7985,540,1997
7985,646,1997
7985,647,1997
8016,5444,1997
8025,5876,1997
8025,1269,1997
8034,0,1997
8037,325,1997
8037,6219,1997
8038,644,1997
8038,224,1997
8038,2676,1997
8038,227,1997
8038,538,1997
8038,229,1997
8038,6808,1997
8038,6809,1997
8040,456,1997
8040,744,1997
8064,303,1997
8064,6134,1997
8064,8063,1997
8066,162,1997
8066,5036,1997
8069,2338,1997
8072,7352,1997
8072,3356,1997
8085,4767,1997
8089,8627,1997
8089,2413,1997
8089,8091,1997
8089,8092,1997
8093,2413,1997
8102,2789,1997
8125,4900,1997
8125,159,1997
8125,8124,1997
8130,9640,1997
8146,3432,1997
8146,3433,1997
8146,3434,1997
8146,573,1997
8148,2773,1997
8148,209,1997
8148,211,1997
8148,2846,1997
8148,1839,1997
8148,6511,1997
8148,2847,1997
8148,1840,1997
8148,650,1997
8148,6512,1997
8148,2197,1997
8148,5331,1997
8148,6513,1997
8148,1841,1997
8148,4002,1997
8148,0,1997
8148,2851,1997
8148,219,1997
8148,4003,1997
8148,2140,1997
8148,1548,1997
8148,2199,1997
8154,623,1997
8154,8153,1997
8154,770,1997
8158,2600,1997
8158,3898,1997
8160,306,1997
8161,345,1997
8161,208,1997
8165,1085,1997
8165,1837,1997
8165,1224,1997
8165,9457,1997
8175,2201,1997
8175,7168,1997
8175,1032,1997
8175,3304,1997
8175,7169,1997
8175,1949,1997
